,all_accuracy,global_step,loss,most_AB_accuracy,most_not_AB_accuracy,not_all_accuracy,not_only_accuracy,only_accuracy,total_accuracy
0,0.9330337047576904,1,0.6820482015609741,0.5730751752853394,0.4204244017601013,0.9090507626533508,0.5286458134651184,0.4643956124782562,0.6520000100135803
1,0.9296629428863525,51,0.6726691722869873,0.5744583010673523,0.4195402264595032,0.9183223247528076,0.6753472089767456,0.8283516764640808,0.7631666660308838
2,0.9287640452384949,101,0.6627710461616516,0.5744583010673523,0.41998231410980225,0.9222958087921143,0.8645833134651184,0.8956043720245361,0.804722249507904
3,0.9287640452384949,151,0.6494649052619934,0.5744583010673523,0.41998231410980225,0.9222958087921143,0.9066840410232544,0.932527482509613,0.8194444179534912
4,0.9287640452384949,201,0.6327845454216003,0.5744583010673523,0.42130857706069946,0.9222958087921143,0.9162326455116272,0.9380219578742981,0.8222222328186035
5,0.9287640452384949,251,0.6146069765090942,0.5744583010673523,0.42130857706069946,0.9222958087921143,0.9231770634651184,0.9364835023880005,0.8227221965789795
6,0.9287640452384949,301,0.5951914191246033,0.5744583010673523,0.42130857706069946,0.9222958087921143,0.9340277910232544,0.9362637400627136,0.824055552482605
7,0.9287640452384949,351,0.5681555867195129,0.5744583010673523,0.42130857706069946,0.9222958087921143,0.9344618320465088,0.9349450469017029,0.8237777948379517
8,0.9287640452384949,401,0.5404956340789795,0.5744583010673523,0.4204244017601013,0.9222958087921143,0.9348958134651184,0.9349450469017029,0.823722243309021
9,0.9287640452384949,451,0.5109061598777771,0.5744583010673523,0.4146772623062134,0.9222958087921143,0.9348958134651184,0.9349450469017029,0.8230000138282776
10,0.9287640452384949,501,0.48354533314704895,0.5744583010673523,0.40981432795524597,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8226110935211182
11,0.9287640452384949,551,0.45617008209228516,0.5744583010673523,0.3740053176879883,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8181111216545105
12,0.9287640452384949,601,0.4341793656349182,0.5744583010673523,0.38726791739463806,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.81977778673172
13,0.9287640452384949,651,0.4159613847732544,0.5744583010673523,0.45534923672676086,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.82833331823349
14,0.9287640452384949,701,0.40084537863731384,0.5753803849220276,0.5185676217079163,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.836388885974884
15,0.9287640452384949,751,0.38829630613327026,0.5859843492507935,0.5022104382514954,0.9222958087921143,0.9370659589767456,0.9349450469017029,0.8356666564941406
16,0.9287640452384949,801,0.3781268000602722,0.6085754036903381,0.4969053864479065,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8376666903495789
17,0.9287640452384949,851,0.3676454722881317,0.612724781036377,0.5026525259017944,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8388888835906982
18,0.9287640452384949,901,0.3606550991535187,0.6085754036903381,0.5079575777053833,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8390555381774902
19,0.9287640452384949,951,0.3535674214363098,0.6685108542442322,0.48452696204185486,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8433333039283752
20,0.9287640452384949,1001,0.34944868087768555,0.6574458479881287,0.47170644998550415,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8403888940811157
21,0.9287640452384949,1051,0.3440990149974823,0.6454587578773499,0.49248453974723816,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8415555357933044
22,0.9287640452384949,1101,0.33810901641845703,0.6634393930435181,0.5030946135520935,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8450555801391602
23,0.9287640452384949,1151,0.33335140347480774,0.6772706508636475,0.5150309205055237,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8482221961021423
24,0.9287640452384949,1201,0.32945218682289124,0.7095435857772827,0.48762157559394836,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8486666679382324
25,0.9287640452384949,1251,0.32586437463760376,0.7455048561096191,0.4902741014957428,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8533333539962769
26,0.9287640452384949,1301,0.3235144317150116,0.7455048561096191,0.4836427867412567,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8525000214576721
27,0.9287640452384949,1351,0.3201129138469696,0.757491946220398,0.49115827679634094,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.854888916015625
28,0.9287640452384949,1401,0.31789276003837585,0.7302904725074768,0.5150309205055237,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8546110987663269
29,0.9287640452384949,1451,0.31874242424964905,0.6924850344657898,0.5340406894683838,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8524444699287415
30,0.9287640452384949,1501,0.3128722906112671,0.7478100657463074,0.511936366558075,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.856333315372467
31,0.9287640452384949,1551,0.3111172616481781,0.770401120185852,0.5265251994132996,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8608888983726501
32,0.9287640452384949,1601,0.3093811571598053,0.7602581977844238,0.5446507334709167,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8619444370269775
33,0.9287640452384949,1651,0.3086896240711212,0.7694790363311768,0.5287356376647949,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8610555529594421
34,0.9287640452384949,1701,0.3076174259185791,0.7763946652412415,0.5296198129653931,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8619999885559082
35,0.9287640452384949,1751,0.3057631552219391,0.7699400782585144,0.5442086458206177,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8630555272102356
36,0.9287640452384949,1801,0.3058136999607086,0.7722452878952026,0.545976996421814,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8635555505752563
37,0.9287640452384949,1851,0.30368709564208984,0.7644075751304626,0.5618921518325806,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8646110892295837
38,0.9287640452384949,1901,0.30240944027900696,0.7708621621131897,0.5676392316818237,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8661110997200012
39,0.9287640452384949,1951,0.3015075623989105,0.7699400782585144,0.5711759328842163,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.86644446849823
40,0.9287640452384949,2001,0.30075541138648987,0.7736284136772156,0.5725021958351135,0.9222958087921143,0.9366319179534912,0.9349450469017029,0.8670555353164673
