,all_accuracy,exactly_half_BA_accuracy,global_step,loss,most_BA_accuracy,most_not_BA_accuracy,not_only_accuracy,only_accuracy,total_accuracy
0,0.11121157556772232,0.7868852615356445,1,0.7256964445114136,0.6631770730018616,0.5247878432273865,0.06589492410421371,0.07014860212802887,0.300944447517395
1,0.24593128263950348,0.8179464936256409,51,0.703472912311554,0.6426945924758911,0.5654309988021851,0.07791629433631897,0.28125,0.39577779173851013
2,0.42043399810791016,0.8218291401863098,101,0.6857331991195679,0.662266731262207,0.5716837644577026,0.2048085480928421,0.6973339319229126,0.5639444589614868
3,0.6514466404914856,0.8218291401863098,151,0.6655511856079102,0.6695494055747986,0.5797231197357178,0.38780054450035095,0.9010052680969238,0.6972222328186035
4,0.7712477445602417,0.8218291401863098,201,0.6477535963058472,0.6763768792152405,0.5824028849601746,0.5712377429008484,0.9370629191398621,0.7598888874053955
5,0.8822332620620728,0.8218291401863098,251,0.6259628534317017,0.6759217381477356,0.5837427377700806,0.6331255435943604,0.939248263835907,0.7955555319786072
6,0.9193037748336792,0.8218291401863098,301,0.6029213666915894,0.6868457198143005,0.5837427377700806,0.7324131727218628,0.9331293702125549,0.8168333172798157
7,0.9308318495750427,0.8218291401863098,351,0.577648401260376,0.6991351842880249,0.5837427377700806,0.8045414090156555,0.9331293702125549,0.8301666378974915
8,0.9367088675498962,0.8218291401863098,401,0.5494797229766846,0.7414656281471252,0.5837427377700806,0.8379340767860413,0.9331293702125549,0.8409444689750671
9,0.9360307455062866,0.8218291401863098,451,0.5224868655204773,0.7551206350326538,0.5837427377700806,0.8615316152572632,0.9331293702125549,0.8453888893127441
10,0.9355786442756653,0.8218291401863098,501,0.4950936436653137,0.7701411247253418,0.5837427377700806,0.8793410658836365,0.9331293702125549,0.8493333458900452
11,0.9351266026496887,0.8218291401863098,551,0.4741955101490021,0.7969958782196045,0.5828495025634766,0.8913624286651611,0.9331293702125549,0.8538888692855835
12,0.935352623462677,0.8218291401863098,601,0.4590356945991516,0.8092854022979736,0.5828495025634766,0.8998218774795532,0.9331293702125549,0.8565000295639038
13,0.9351266026496887,0.8218291401863098,651,0.4352765679359436,0.7300865054130554,0.5828495025634766,0.9024932980537415,0.9331293702125549,0.8471111059188843
14,0.9351266026496887,0.8218291401863098,701,0.41994336247444153,0.7664997577667236,0.5824028849601746,0.9118432998657227,0.9331293702125549,0.8526666760444641
15,0.9351266026496887,0.8218291401863098,751,0.409332811832428,0.821574866771698,0.5815095901489258,0.9158504009246826,0.9331293702125549,0.8597777485847473
16,0.9351266026496887,0.8218291401863098,801,0.39879852533340454,0.823850691318512,0.5815095901489258,0.9171860814094543,0.9331293702125549,0.8602222204208374
17,0.9351266026496887,0.8218291401863098,851,0.39137715101242065,0.8347746729850769,0.5752568244934082,0.922974169254303,0.9331293702125549,0.8615000247955322
18,0.9351266026496887,0.8218291401863098,901,0.38457703590393066,0.8038234114646912,0.5815095901489258,0.9225289225578308,0.9331293702125549,0.8584444522857666
19,0.9351266026496887,0.8218291401863098,951,0.37845420837402344,0.8261265158653259,0.5716837644577026,0.9256455898284912,0.9331293702125549,0.8603333234786987
20,0.9351266026496887,0.8218291401863098,1001,0.3729938566684723,0.8320437073707581,0.5618579983711243,0.9283170104026794,0.9331293702125549,0.8601666688919067
21,0.9351266026496887,0.8218291401863098,1051,0.3703681230545044,0.840691864490509,0.5489057898521423,0.9296526908874512,0.9331293702125549,0.8597777485847473
22,0.9351266026496887,0.8218291401863098,1101,0.36670899391174316,0.8416022062301636,0.5439928770065308,0.9314336776733398,0.9331293702125549,0.859499990940094
23,0.9351266026496887,0.8218291401863098,1151,0.3629052937030792,0.840691864490509,0.5502456426620483,0.9314336776733398,0.9331293702125549,0.8601666688919067
