,all_accuracy,exactly_half_BA_accuracy,global_step,loss,most_BA_accuracy,most_not_BA_accuracy,not_only_accuracy,only_accuracy,total_accuracy
0,0.9046339988708496,0.196891188621521,1,0.6964812874794006,0.5538057684898376,0.5954301357269287,0.07340720295906067,0.215089350938797,0.4569999873638153
1,0.9301544427871704,0.3484455943107605,51,0.6833275556564331,0.5538057684898376,0.5954301357269287,0.08033241331577301,0.8041032552719116,0.6320000290870667
2,0.9301544427871704,0.7642487287521362,101,0.6703094244003296,0.5538057684898376,0.5954301357269287,0.07479224354028702,0.9278623461723328,0.7160000205039978
3,0.9301544427871704,0.8458549380302429,151,0.6563816070556641,0.5538057684898376,0.5954301357269287,0.07756232470273972,0.9278623461723328,0.7268333435058594
4,0.9301544427871704,0.8458549380302429,201,0.6393912434577942,0.5538057684898376,0.5954301357269287,0.07756232470273972,0.9278623461723328,0.7268333435058594
5,0.9301544427871704,0.8458549380302429,251,0.6217947006225586,0.5538057684898376,0.5954301357269287,0.08448753505945206,0.9278623461723328,0.7276666760444641
6,0.9301544427871704,0.8458549380302429,301,0.6027851104736328,0.5538057684898376,0.5954301357269287,0.29916897416114807,0.9278623461723328,0.7534999847412109
7,0.9301544427871704,0.8458549380302429,351,0.5766029357910156,0.5538057684898376,0.5954301357269287,0.4487534761428833,0.9278623461723328,0.7714999914169312
8,0.9301544427871704,0.8458549380302429,401,0.5506133437156677,0.5538057684898376,0.5954301357269287,0.6301938891410828,0.9278623461723328,0.7933333516120911
9,0.9301544427871704,0.8458549380302429,451,0.5247290134429932,0.5538057684898376,0.5954301357269287,0.7396121621131897,0.9278623461723328,0.8065000176429749
10,0.9301544427871704,0.8458549380302429,501,0.5003060698509216,0.5538057684898376,0.5954301357269287,0.8434903025627136,0.9278623461723328,0.8190000057220459
11,0.9301544427871704,0.8458549380302429,551,0.47967472672462463,0.5538057684898376,0.5954301357269287,0.8961218595504761,0.9278623461723328,0.8253333568572998
12,0.9301544427871704,0.8458549380302429,601,0.45624133944511414,0.5538057684898376,0.5954301357269287,0.9168975353240967,0.9278623461723328,0.827833354473114
13,0.9301544427871704,0.8458549380302429,651,0.4414082467556,0.5538057684898376,0.5954301357269287,0.9210526347160339,0.9278623461723328,0.82833331823349
14,0.9301544427871704,0.8458549380302429,701,0.4253234565258026,0.5538057684898376,0.5967742204666138,0.9279778599739075,0.9278623461723328,0.8293333053588867
15,0.9301544427871704,0.8458549380302429,751,0.4132617712020874,0.5538057684898376,0.6075268983840942,0.9321329593658447,0.9278623461723328,0.831166684627533
16,0.9301544427871704,0.8458549380302429,801,0.4032389521598816,0.5538057684898376,0.6559139490127563,0.9321329593658447,0.9278623461723328,0.8371666669845581
17,0.9301544427871704,0.8458549380302429,851,0.3957483172416687,0.5538057684898376,0.6922042965888977,0.9279778599739075,0.9278623461723328,0.8411666750907898
18,0.9301544427871704,0.8458549380302429,901,0.39163148403167725,0.5446194410324097,0.7002688050270081,0.9293628931045532,0.9278623461723328,0.8411666750907898
19,0.9301544427871704,0.8458549380302429,951,0.3865736126899719,0.5367454290390015,0.7016128897666931,0.930747926235199,0.9278623461723328,0.840499997138977
20,0.9301544427871704,0.8458549380302429,1001,0.3809695541858673,0.5498687624931335,0.6827957034111023,0.930747926235199,0.9278623461723328,0.8398333191871643
21,0.9301544427871704,0.8458549380302429,1051,0.37716296315193176,0.5524934530258179,0.698924720287323,0.930747926235199,0.9278623461723328,0.8421666622161865
22,0.9301544427871704,0.8458549380302429,1101,0.37349388003349304,0.5524934530258179,0.7217742204666138,0.930747926235199,0.9278623461723328,0.8450000286102295
23,0.9301544427871704,0.8458549380302429,1151,0.36950865387916565,0.5524934530258179,0.7244623899459839,0.9279778599739075,0.9278623461723328,0.8450000286102295
24,0.9301544427871704,0.8458549380302429,1201,0.3665004372596741,0.5446194410324097,0.7231183052062988,0.9252077341079712,0.9278623461723328,0.843500018119812
25,0.9301544427871704,0.8458549380302429,1251,0.3632228970527649,0.5446194410324097,0.7284946441650391,0.9252077341079712,0.9278623461723328,0.8441666960716248
26,0.9301544427871704,0.8458549380302429,1301,0.36105602979660034,0.5446194410324097,0.7432795763015747,0.9238227009773254,0.9278623461723328,0.8458333611488342
27,0.9301544427871704,0.8458549380302429,1351,0.35840702056884766,0.5485564470291138,0.7379032373428345,0.9238227009773254,0.9278623461723328,0.8456666469573975
28,0.9301544427871704,0.8458549380302429,1401,0.35623201727867126,0.5472440719604492,0.7379032373428345,0.9238227009773254,0.9278623461723328,0.8454999923706055
29,0.9301544427871704,0.8458549380302429,1451,0.3579034209251404,0.5538057684898376,0.6344085931777954,0.9252077341079712,0.9278623461723328,0.8336666822433472
30,0.9301544427871704,0.8458549380302429,1501,0.3534136116504669,0.5498687624931335,0.7110214829444885,0.9238227009773254,0.9278623461723328,0.8424999713897705
31,0.9301544427871704,0.8458549380302429,1551,0.3514458239078522,0.5511810779571533,0.7620967626571655,0.9238227009773254,0.9278623461723328,0.8489999771118164
32,0.9301544427871704,0.8458549380302429,1601,0.35040372610092163,0.5590550899505615,0.7473118305206299,0.9252077341079712,0.9278623461723328,0.8483333587646484
33,0.9301544427871704,0.8458549380302429,1651,0.3481880724430084,0.5603674650192261,0.7701612710952759,0.9252077341079712,0.9278623461723328,0.8513333201408386
34,0.9301544427871704,0.8458549380302429,1701,0.3467668294906616,0.5577427744865417,0.7204301357269287,0.9252077341079712,0.9278623461723328,0.8448333144187927
35,0.9301544427871704,0.8458549380302429,1751,0.3460705578327179,0.5551180839538574,0.7190860509872437,0.9252077341079712,0.9278623461723328,0.8443333506584167
36,0.9301544427871704,0.8458549380302429,1801,0.3431108891963959,0.5708661675453186,0.7755376100540161,0.9252077341079712,0.9278623461723328,0.8533333539962769
37,0.9301544427871704,0.8458549380302429,1851,0.3427011966705322,0.5826771855354309,0.7862903475761414,0.9252077341079712,0.9278623461723328,0.856166660785675
38,0.9301544427871704,0.8458549380302429,1901,0.33993253111839294,0.5669291615486145,0.7809139490127563,0.9252077341079712,0.9278623461723328,0.8535000085830688
39,0.9301544427871704,0.8458549380302429,1951,0.3377390205860138,0.5800524950027466,0.7849462628364563,0.9252077341079712,0.9278623461723328,0.8556666374206543
40,0.9301544427871704,0.8458549380302429,2001,0.3358648717403412,0.5813648104667664,0.7849462628364563,0.9252077341079712,0.9278623461723328,0.8558333516120911
41,0.9301544427871704,0.8458549380302429,2051,0.3360981047153473,0.5879265069961548,0.7983871102333069,0.9252077341079712,0.9278623461723328,0.8583333492279053
42,0.9301544427871704,0.8458549380302429,2101,0.3351909816265106,0.5944882035255432,0.801075279712677,0.9252077341079712,0.9278623461723328,0.859499990940094
43,0.9301544427871704,0.8458549380302429,2151,0.3318919837474823,0.6049869060516357,0.7822580933570862,0.9252077341079712,0.9278623461723328,0.8585000038146973
44,0.9301544427871704,0.8458549380302429,2201,0.3304002583026886,0.6076115369796753,0.7970430254936218,0.9252077341079712,0.9278623461723328,0.8606666922569275
45,0.9301544427871704,0.8458549380302429,2251,0.3282778561115265,0.6062992215156555,0.7809139490127563,0.9252077341079712,0.9278623461723328,0.8585000038146973
46,0.9301544427871704,0.8458549380302429,2301,0.3271940350532532,0.616797924041748,0.8037634491920471,0.9252077341079712,0.9278623461723328,0.862666666507721
47,0.9301544427871704,0.8458549380302429,2351,0.3244475722312927,0.6181102395057678,0.7755376100540161,0.9252077341079712,0.9278623461723328,0.859333336353302
48,0.9301544427871704,0.8458549380302429,2401,0.32230550050735474,0.6220472455024719,0.7930107712745667,0.9252077341079712,0.9278623461723328,0.8619999885559082
49,0.9301544427871704,0.8458549380302429,2451,0.3221260607242584,0.6036745309829712,0.801075279712677,0.9252077341079712,0.9278623461723328,0.8606666922569275
50,0.9301544427871704,0.8458549380302429,2501,0.32215720415115356,0.586614191532135,0.7943548560142517,0.9252077341079712,0.9278623461723328,0.8576666712760925
51,0.9301544427871704,0.8458549380302429,2551,0.32206302881240845,0.5944882035255432,0.7688171863555908,0.9252077341079712,0.9278623461723328,0.8554999828338623
52,0.9301544427871704,0.8458549380302429,2601,0.3178318440914154,0.6377952694892883,0.801075279712677,0.9238227009773254,0.9278623461723328,0.8648333549499512
53,0.9301544427871704,0.8458549380302429,2651,0.3165130317211151,0.6548556685447693,0.8104838728904724,0.9238227009773254,0.9278623461723328,0.8681666851043701
54,0.9301544427871704,0.8458549380302429,2701,0.31520193815231323,0.6391075849533081,0.7970430254936218,0.9238227009773254,0.9278623461723328,0.8644999861717224
55,0.9301544427871704,0.8458549380302429,2751,0.31358715891838074,0.6587926745414734,0.8037634491920471,0.9238227009773254,0.9278623461723328,0.8678333163261414
56,0.9301544427871704,0.8458549380302429,2801,0.31303709745407104,0.6482939720153809,0.7970430254936218,0.9238227009773254,0.9278623461723328,0.8656666874885559
57,0.9301544427871704,0.8458549380302429,2851,0.3123924434185028,0.6587926745414734,0.7822580933570862,0.9238227009773254,0.9278623461723328,0.8651666641235352
58,0.9301544427871704,0.8458549380302429,2901,0.31162095069885254,0.6574802994728088,0.7916666865348816,0.9238227009773254,0.9278623461723328,0.8661666512489319
59,0.9301544427871704,0.8458549380302429,2951,0.31067949533462524,0.6640419960021973,0.7956989407539368,0.9238227009773254,0.9278623461723328,0.8675000071525574
60,0.9301544427871704,0.8458549380302429,3001,0.3089580237865448,0.6706036925315857,0.8037634491920471,0.9238227009773254,0.9278623461723328,0.8693333268165588
61,0.9301544427871704,0.8458549380302429,3051,0.30865487456321716,0.6745406985282898,0.8212365508079529,0.9238227009773254,0.9278623461723328,0.871999979019165
62,0.9301544427871704,0.8458549380302429,3101,0.30751925706863403,0.6666666865348816,0.7997311949729919,0.9238227009773254,0.9278623461723328,0.8683333396911621
63,0.9301544427871704,0.8458549380302429,3151,0.3067243993282318,0.6706036925315857,0.8077957034111023,0.9238227009773254,0.9278623461723328,0.8698333501815796
64,0.9301544427871704,0.8458549380302429,3201,0.30567237734794617,0.6784777045249939,0.8158602118492126,0.9238227009773254,0.9278623461723328,0.871833324432373
65,0.9301544427871704,0.8458549380302429,3251,0.3046914339065552,0.682414710521698,0.8077957034111023,0.9238227009773254,0.9278623461723328,0.8713333606719971
66,0.9301544427871704,0.8458549380302429,3301,0.3045124113559723,0.6850393414497375,0.8172042965888977,0.9238227009773254,0.9278623461723328,0.8728333115577698
67,0.9301544427871704,0.8458549380302429,3351,0.305010050535202,0.6837270259857178,0.8360214829444885,0.9238227009773254,0.9278623461723328,0.875
68,0.9301544427871704,0.8458549380302429,3401,0.30449363589286804,0.6955380439758301,0.8319892287254333,0.9238227009773254,0.9278623461723328,0.8759999871253967
69,0.9301544427871704,0.8458549380302429,3451,0.30167022347450256,0.6902887225151062,0.8051075339317322,0.9238227009773254,0.9278623461723328,0.871999979019165
70,0.9301544427871704,0.8458549380302429,3501,0.3009937107563019,0.6902887225151062,0.801075279712677,0.9238227009773254,0.9278623461723328,0.8715000152587891
71,0.9301544427871704,0.8458549380302429,3551,0.3000051975250244,0.7020997405052185,0.8172042965888977,0.9238227009773254,0.9278623461723328,0.875
72,0.9301544427871704,0.8458549380302429,3601,0.29956722259521484,0.691601037979126,0.8037634491920471,0.9238227009773254,0.9278623461723328,0.871999979019165
73,0.9301544427871704,0.8458549380302429,3651,0.2995263338088989,0.7152230739593506,0.8306451439857483,0.9238227009773254,0.9278623461723328,0.878333330154419
74,0.9301544427871704,0.8458549380302429,3701,0.2980446517467499,0.6994750499725342,0.8037634491920471,0.9238227009773254,0.9278623461723328,0.8730000257492065
75,0.9301544427871704,0.8458549380302429,3751,0.2968602180480957,0.7073490619659424,0.8145161271095276,0.9238227009773254,0.9278623461723328,0.875333309173584
76,0.9301544427871704,0.8458549380302429,3801,0.29627323150634766,0.7165354490280151,0.8279569745063782,0.9238227009773254,0.9278623461723328,0.878166675567627
77,0.9301544427871704,0.8458549380302429,3851,0.2961079180240631,0.7020997405052185,0.8306451439857483,0.9238227009773254,0.9278623461723328,0.8766666650772095
78,0.9301544427871704,0.8458549380302429,3901,0.2981048822402954,0.6732283234596252,0.8212365508079529,0.9238227009773254,0.9278623461723328,0.871833324432373
