,all_accuracy,exactly_half_AB_accuracy,global_step,loss,most_AB_accuracy,most_not_AB_accuracy,not_all_accuracy,only_accuracy,total_accuracy
0,0.061686087399721146,0.16363635659217834,1,0.7217244505882263,0.505698025226593,0.40414509177207947,0.5079365372657776,0.41791045665740967,0.31850001215934753
1,0.14461959898471832,0.22337661683559418,51,0.7000346183776855,0.5356125235557556,0.4106217622756958,0.6838624477386475,0.6826735734939575,0.44083333015441895
2,0.5092529058456421,0.5441558361053467,101,0.6766805648803711,0.5413105487823486,0.4909326434135437,0.7817460298538208,0.8831927180290222,0.6455000042915344
3,0.7930089235305786,0.784415602684021,151,0.6555678248405457,0.5427350401878357,0.643782377243042,0.8730158805847168,0.9123945236206055,0.784166693687439
4,0.8875942230224609,0.8220779299736023,201,0.6342416405677795,0.5427350401878357,0.6981865167617798,0.9259259104728699,0.9162881374359131,0.8266666531562805
5,0.9061000943183899,0.8311688303947449,251,0.6107238531112671,0.5427350401878357,0.6489637494087219,0.9351851940155029,0.9143413305282593,0.8266666531562805
6,0.909527063369751,0.8350649476051331,301,0.586111843585968,0.5427350401878357,0.6126943230628967,0.9457672238349915,0.9097988605499268,0.8234999775886536
7,0.909527063369751,0.8350649476051331,351,0.5592857599258423,0.5427350401878357,0.5997409224510193,0.9537037014961243,0.907852053642273,0.8223333358764648
8,0.909527063369751,0.8350649476051331,401,0.5408061742782593,0.5427350401878357,0.5984455943107605,0.9417989253997803,0.907852053642273,0.8206666707992554
9,0.909527063369751,0.8350649476051331,451,0.5241619348526001,0.5427350401878357,0.5984455943107605,0.9312169551849365,0.907852053642273,0.8193333148956299
10,0.909527063369751,0.8350649476051331,501,0.511859655380249,0.5427350401878357,0.6010362505912781,0.9166666865348816,0.907852053642273,0.8178333044052124
11,0.909527063369751,0.8350649476051331,551,0.49637845158576965,0.5427350401878357,0.5984455943107605,0.9126983880996704,0.907852053642273,0.8169999718666077
12,0.909527063369751,0.8350649476051331,601,0.4852966368198395,0.5427350401878357,0.5997409224510193,0.9100528955459595,0.907852053642273,0.8168333172798157
13,0.909527063369751,0.8350649476051331,651,0.4748779833316803,0.5427350401878357,0.5997409224510193,0.908730149269104,0.907852053642273,0.8166666626930237
14,0.909527063369751,0.8350649476051331,701,0.4656362235546112,0.5427350401878357,0.5997409224510193,0.908730149269104,0.907852053642273,0.8166666626930237
15,0.909527063369751,0.8350649476051331,751,0.4578203856945038,0.5427350401878357,0.6126943230628967,0.9074074029922485,0.907852053642273,0.8181666731834412
16,0.909527063369751,0.8350649476051331,801,0.4501425325870514,0.5427350401878357,0.643782377243042,0.9074074029922485,0.907852053642273,0.8221666812896729
17,0.909527063369751,0.8350649476051331,851,0.44171732664108276,0.5427350401878357,0.659326434135437,0.9074074029922485,0.907852053642273,0.8241666555404663
18,0.909527063369751,0.8350649476051331,901,0.4343712031841278,0.5427350401878357,0.6606217622756958,0.9074074029922485,0.907852053642273,0.8243333101272583
19,0.909527063369751,0.8350649476051331,951,0.4283103048801422,0.5427350401878357,0.7111399173736572,0.9074074029922485,0.907852053642273,0.8308333158493042
20,0.909527063369751,0.8350649476051331,1001,0.42206886410713196,0.5427350401878357,0.6670984625816345,0.9074074029922485,0.907852053642273,0.825166642665863
21,0.909527063369751,0.8350649476051331,1051,0.4178326427936554,0.5427350401878357,0.6930052042007446,0.9074074029922485,0.907852053642273,0.828499972820282
22,0.909527063369751,0.8350649476051331,1101,0.4124560058116913,0.5427350401878357,0.7072538733482361,0.9074074029922485,0.907852053642273,0.8303333520889282
23,0.909527063369751,0.8350649476051331,1151,0.40829625725746155,0.5427350401878357,0.674870491027832,0.9074074029922485,0.907852053642273,0.8261666893959045
24,0.909527063369751,0.8350649476051331,1201,0.40432149171829224,0.5427350401878357,0.6955958604812622,0.9074074029922485,0.907852053642273,0.8288333415985107
25,0.909527063369751,0.8350649476051331,1251,0.40036189556121826,0.5427350401878357,0.6709844470024109,0.9074074029922485,0.907852053642273,0.8256666660308838
26,0.909527063369751,0.8350649476051331,1301,0.3963693082332611,0.5413105487823486,0.7538859844207764,0.9074074029922485,0.907852053642273,0.8361666798591614
27,0.909527063369751,0.8350649476051331,1351,0.3941273093223572,0.5427350401878357,0.7020725607872009,0.9074074029922485,0.907852053642273,0.8296666741371155
28,0.909527063369751,0.8350649476051331,1401,0.3909246325492859,0.5413105487823486,0.7590673565864563,0.9074074029922485,0.907852053642273,0.8368333578109741
29,0.909527063369751,0.8350649476051331,1451,0.38907745480537415,0.5413105487823486,0.7862694263458252,0.9074074029922485,0.907852053642273,0.8403333425521851
30,0.909527063369751,0.8350649476051331,1501,0.3864165246486664,0.5413105487823486,0.7849740982055664,0.9074074029922485,0.907852053642273,0.8401666879653931
31,0.909527063369751,0.8350649476051331,1551,0.3844057023525238,0.5398860573768616,0.7940414547920227,0.9060846567153931,0.907852053642273,0.8410000205039978
32,0.909527063369751,0.8350649476051331,1601,0.38338279724121094,0.5413105487823486,0.7862694263458252,0.9060846567153931,0.907852053642273,0.8401666879653931
33,0.909527063369751,0.8350649476051331,1651,0.3810315728187561,0.5413105487823486,0.7733160853385925,0.9060846567153931,0.907852053642273,0.8385000228881836
34,0.909527063369751,0.8350649476051331,1701,0.3794465959072113,0.5413105487823486,0.7551813721656799,0.9060846567153931,0.907852053642273,0.8361666798591614
35,0.909527063369751,0.8350649476051331,1751,0.37811288237571716,0.5413105487823486,0.7694300413131714,0.9060846567153931,0.907852053642273,0.8379999995231628
36,0.909527063369751,0.8350649476051331,1801,0.37755391001701355,0.5384615659713745,0.7901554107666016,0.9060846567153931,0.907852053642273,0.8403333425521851
37,0.909527063369751,0.8350649476051331,1851,0.3755814731121063,0.5227920413017273,0.7888600826263428,0.9060846567153931,0.907852053642273,0.8383333086967468
38,0.909527063369751,0.8350649476051331,1901,0.37475699186325073,0.5213675498962402,0.7953367829322815,0.9060846567153931,0.907852053642273,0.8389999866485596
39,0.909527063369751,0.8350649476051331,1951,0.3739813268184662,0.5327635407447815,0.7966321110725403,0.9060846567153931,0.907852053642273,0.840499997138977
40,0.909527063369751,0.8350649476051331,2001,0.372379869222641,0.5128205418586731,0.7927461266517639,0.9060846567153931,0.907852053642273,0.8376666903495789
41,0.909527063369751,0.8350649476051331,2051,0.3713496923446655,0.5356125235557556,0.7836787700653076,0.9060846567153931,0.907852053642273,0.8391666412353516
42,0.909527063369751,0.8350649476051331,2101,0.3707321286201477,0.5413105487823486,0.7849740982055664,0.9060846567153931,0.907852053642273,0.8399999737739563
43,0.909527063369751,0.8350649476051331,2151,0.3696487247943878,0.5413105487823486,0.7979274392127991,0.9060846567153931,0.907852053642273,0.8416666388511658
44,0.909527063369751,0.8350649476051331,2201,0.36879149079322815,0.5413105487823486,0.7992228269577026,0.9060846567153931,0.907852053642273,0.8418333530426025
45,0.909527063369751,0.8350649476051331,2251,0.3679307997226715,0.5413105487823486,0.7966321110725403,0.9060846567153931,0.907852053642273,0.8414999842643738
46,0.909527063369751,0.8350649476051331,2301,0.367223858833313,0.5413105487823486,0.7979274392127991,0.9060846567153931,0.907852053642273,0.8416666388511658
47,0.909527063369751,0.8350649476051331,2351,0.3683369755744934,0.5427350401878357,0.7772020697593689,0.9060846567153931,0.907852053642273,0.8391666412353516
48,0.909527063369751,0.8350649476051331,2401,0.3677173852920532,0.5427350401878357,0.7823834419250488,0.9060846567153931,0.907852053642273,0.8398333191871643
49,0.909527063369751,0.8350649476051331,2451,0.365689754486084,0.5413105487823486,0.7992228269577026,0.9060846567153931,0.907852053642273,0.8418333530426025
50,0.909527063369751,0.8350649476051331,2501,0.3645140528678894,0.5413105487823486,0.7992228269577026,0.9060846567153931,0.907852053642273,0.8418333530426025
51,0.909527063369751,0.8350649476051331,2551,0.3644914925098419,0.5427350401878357,0.7940414547920227,0.9060846567153931,0.907852053642273,0.8413333296775818
52,0.909527063369751,0.8350649476051331,2601,0.3629068434238434,0.5413105487823486,0.7992228269577026,0.9060846567153931,0.907852053642273,0.8418333530426025
53,0.909527063369751,0.8350649476051331,2651,0.36251792311668396,0.5427350401878357,0.8005181550979614,0.9060846567153931,0.907852053642273,0.8421666622161865
54,0.909527063369751,0.8350649476051331,2701,0.3619750142097473,0.5427350401878357,0.8121761679649353,0.9060846567153931,0.907852053642273,0.843666672706604
55,0.909527063369751,0.8350649476051331,2751,0.3618639409542084,0.5413105487823486,0.8134714961051941,0.9060846567153931,0.907852053642273,0.843666672706604
56,0.909527063369751,0.8350649476051331,2801,0.3612947463989258,0.5413105487823486,0.8134714961051941,0.9060846567153931,0.907852053642273,0.843666672706604
57,0.909527063369751,0.8350649476051331,2851,0.36141180992126465,0.5427350401878357,0.803108811378479,0.9060846567153931,0.907852053642273,0.8424999713897705
58,0.909527063369751,0.8350649476051331,2901,0.36036309599876404,0.5427350401878357,0.7992228269577026,0.9060846567153931,0.907852053642273,0.8420000076293945
59,0.909527063369751,0.8350649476051331,2951,0.35916805267333984,0.5356125235557556,0.8108808398246765,0.9060846567153931,0.907852053642273,0.8426666855812073
60,0.909527063369751,0.8350649476051331,3001,0.3585268557071686,0.5370370149612427,0.8108808398246765,0.9060846567153931,0.907852053642273,0.8428333401679993
61,0.909527063369751,0.8350649476051331,3051,0.35896262526512146,0.5427350401878357,0.8018134832382202,0.9060846567153931,0.907852053642273,0.8423333168029785
62,0.909527063369751,0.8350649476051331,3101,0.3575420081615448,0.5427350401878357,0.8173575401306152,0.9060846567153931,0.907852053642273,0.8443333506584167
63,0.909527063369751,0.8350649476051331,3151,0.35852155089378357,0.5427350401878357,0.803108811378479,0.9060846567153931,0.907852053642273,0.8424999713897705
64,0.909527063369751,0.8350649476051331,3201,0.356340229511261,0.5398860573768616,0.818652868270874,0.9060846567153931,0.907852053642273,0.8441666960716248
65,0.909527063369751,0.8350649476051331,3251,0.3565504252910614,0.5441595315933228,0.8316062092781067,0.9060846567153931,0.907852053642273,0.8463333249092102
66,0.909527063369751,0.8350649476051331,3301,0.355517715215683,0.5498575568199158,0.8225388526916504,0.9060846567153931,0.907852053642273,0.8458333611488342
67,0.909527063369751,0.8350649476051331,3351,0.355598121881485,0.5427350401878357,0.8212435245513916,0.9060846567153931,0.907852053642273,0.8448333144187927
68,0.909527063369751,0.8350649476051331,3401,0.35486719012260437,0.5455840229988098,0.8225388526916504,0.9060846567153931,0.907852053642273,0.8453333377838135
69,0.909527063369751,0.8350649476051331,3451,0.35469111800193787,0.5484330654144287,0.818652868270874,0.9060846567153931,0.907852053642273,0.8451666831970215
70,0.909527063369751,0.8350649476051331,3501,0.3539142310619354,0.5512820482254028,0.825129508972168,0.9060846567153931,0.907852053642273,0.8463333249092102
71,0.909527063369751,0.8350649476051331,3551,0.353699266910553,0.5569800734519958,0.818652868270874,0.9060846567153931,0.907852053642273,0.8461666703224182
72,0.909527063369751,0.8350649476051331,3601,0.35313403606414795,0.5569800734519958,0.8290155529975891,0.9060846567153931,0.907852053642273,0.8475000262260437
73,0.909527063369751,0.8350649476051331,3651,0.3529093265533447,0.5527065396308899,0.8303108811378479,0.9060846567153931,0.907852053642273,0.8471666574478149
74,0.909527063369751,0.8350649476051331,3701,0.35345327854156494,0.5427350401878357,0.8173575401306152,0.9074074029922485,0.907852053642273,0.8445000052452087
75,0.909527063369751,0.8350649476051331,3751,0.35256320238113403,0.5569800734519958,0.8238341808319092,0.9060846567153931,0.907852053642273,0.846833348274231
76,0.909527063369751,0.8350649476051331,3801,0.3527056872844696,0.5455840229988098,0.818652868270874,0.9074074029922485,0.907852053642273,0.8450000286102295
77,0.909527063369751,0.8350649476051331,3851,0.35221558809280396,0.5555555820465088,0.825129508972168,0.9074074029922485,0.907852053642273,0.847000002861023
78,0.909527063369751,0.8350649476051331,3901,0.35155999660491943,0.5569800734519958,0.8238341808319092,0.9074074029922485,0.907852053642273,0.847000002861023
79,0.909527063369751,0.8350649476051331,3951,0.35132724046707153,0.5626780390739441,0.8238341808319092,0.9060846567153931,0.907852053642273,0.8475000262260437
80,0.909527063369751,0.8350649476051331,4001,0.3526396155357361,0.5698005557060242,0.8212435245513916,0.9060846567153931,0.907852053642273,0.8479999899864197
81,0.909527063369751,0.8350649476051331,4051,0.3509996235370636,0.5740740895271301,0.840673565864563,0.9074074029922485,0.907852053642273,0.8511666655540466
82,0.909527063369751,0.8350649476051331,4101,0.35066717863082886,0.5712250471115112,0.8367875814437866,0.9060846567153931,0.907852053642273,0.8501666784286499
83,0.909527063369751,0.8350649476051331,4151,0.34992119669914246,0.5641025900840759,0.8329015374183655,0.9060846567153931,0.907852053642273,0.8488333225250244
84,0.909527063369751,0.8350649476051331,4201,0.35048672556877136,0.561253547668457,0.8199481964111328,0.9074074029922485,0.907852053642273,0.847000002861023
85,0.909527063369751,0.8350649476051331,4251,0.35070306062698364,0.5527065396308899,0.8303108811378479,0.9060846567153931,0.907852053642273,0.8471666574478149
86,0.909527063369751,0.8350649476051331,4301,0.3483210504055023,0.561253547668457,0.840673565864563,0.9060846567153931,0.907852053642273,0.8495000004768372
87,0.909527063369751,0.8350649476051331,4351,0.3483358919620514,0.5840455889701843,0.8380829095840454,0.9074074029922485,0.907852053642273,0.8519999980926514
88,0.909527063369751,0.8350649476051331,4401,0.34772416949272156,0.565527081489563,0.840673565864563,0.9074074029922485,0.907852053642273,0.8501666784286499
89,0.909527063369751,0.8350649476051331,4451,0.3481825590133667,0.5783475637435913,0.8471502661705017,0.9074074029922485,0.907852053642273,0.8525000214576721
90,0.909527063369751,0.8350649476051331,4501,0.3487530052661896,0.565527081489563,0.8445596098899841,0.9074074029922485,0.907852053642273,0.8506666421890259
91,0.909527063369751,0.8350649476051331,4551,0.34717538952827454,0.5854700803756714,0.8432642221450806,0.9074074029922485,0.907852053642273,0.8528333306312561
92,0.909527063369751,0.8350649476051331,4601,0.3479824960231781,0.5868945717811584,0.8458549380302429,0.9074074029922485,0.907852053642273,0.8533333539962769
93,0.909527063369751,0.8350649476051331,4651,0.347459614276886,0.5854700803756714,0.8497409224510193,0.9074074029922485,0.907852053642273,0.8536666631698608
94,0.909527063369751,0.8350649476051331,4701,0.3462951183319092,0.5769230723381042,0.8419688940048218,0.9074074029922485,0.907852053642273,0.8516666889190674
95,0.909527063369751,0.8350649476051331,4751,0.3469425141811371,0.5769230723381042,0.8497409224510193,0.9074074029922485,0.907852053642273,0.8526666760444641
