,all_accuracy,global_step,loss,most_BA_accuracy,most_not_BA_accuracy,not_all_accuracy,not_only_accuracy,only_accuracy,total_accuracy
0,0.9137466549873352,1,0.6818249821662903,0.5747800469398499,0.6300268173217773,0.893401026725769,0.11734694242477417,0.9129287600517273,0.7329999804496765
1,0.9123989343643188,51,0.6781371235847473,0.5659824013710022,0.6300268173217773,0.893401026725769,0.11734694242477417,0.9142480492591858,0.7319999933242798
2,0.9137466549873352,101,0.6730441451072693,0.5747800469398499,0.627345860004425,0.893401026725769,0.11734694242477417,0.9142480492591858,0.7329999804496765
3,0.9137466549873352,151,0.6684030890464783,0.5777125954627991,0.627345860004425,0.893401026725769,0.11734694242477417,0.9129287600517273,0.7329999804496765
4,0.9123989343643188,201,0.6641062498092651,0.5718474984169006,0.6300268173217773,0.893401026725769,0.11479591578245163,0.916886568069458,0.7329999804496765
5,0.9110512137413025,251,0.6588907241821289,0.5542522072792053,0.6434316635131836,0.893401026725769,0.11479591578245163,0.916886568069458,0.7323333621025085
6,0.9070081114768982,301,0.6539289951324463,0.5190615653991699,0.6246649026870728,0.893401026725769,0.12244898080825806,0.9155672788619995,0.7256666421890259
7,0.9083557724952698,351,0.6459406018257141,0.53665691614151,0.627345860004425,0.893401026725769,0.16326530277729034,0.9155672788619995,0.7336666584014893
8,0.9097034931182861,401,0.6367619633674622,0.5190615653991699,0.6219838857650757,0.893401026725769,0.31887754797935486,0.9155672788619995,0.7516666650772095
9,0.9123989343643188,451,0.6269781589508057,0.5307917594909668,0.6112600564956665,0.893401026725769,0.6607142686843872,0.9142480492591858,0.79666668176651
10,0.9097034931182861,501,0.6060251593589783,0.5718474984169006,0.6461126208305359,0.893401026725769,0.6020408272743225,0.9050132036209106,0.7950000166893005
11,0.9097034931182861,551,0.587204098701477,0.5718474984169006,0.6487935781478882,0.893401026725769,0.7270408272743225,0.9050132036209106,0.8116666674613953
12,0.9097034931182861,601,0.5670368075370789,0.5718474984169006,0.6327077746391296,0.893401026725769,0.7984693646430969,0.9036939144134521,0.8186666369438171
13,0.9097034931182861,651,0.5425801277160645,0.5777125954627991,0.6461126208305359,0.893401026725769,0.8086734414100647,0.9036939144134521,0.8223333358764648
14,0.9097034931182861,701,0.5145821571350098,0.5806451439857483,0.6541554927825928,0.893401026725769,0.8392857313156128,0.9036939144134521,0.8276666402816772
15,0.9097034931182861,751,0.4845349192619324,0.5835776925086975,0.6487935781478882,0.893401026725769,0.8494898080825806,0.9036939144134521,0.8286666870117188
16,0.9097034931182861,801,0.4607950448989868,0.5835776925086975,0.6487935781478882,0.893401026725769,0.8673469424247742,0.9036939144134521,0.8309999704360962
17,0.9097034931182861,851,0.4411700963973999,0.5835776925086975,0.6514745354652405,0.893401026725769,0.875,0.9036939144134521,0.8323333263397217
18,0.9097034931182861,901,0.43073245882987976,0.5806451439857483,0.627345860004425,0.893401026725769,0.8775510191917419,0.9036939144134521,0.8293333053588867
19,0.9097034931182861,951,0.4183717668056488,0.5777125954627991,0.6487935781478882,0.893401026725769,0.8775510191917419,0.9036939144134521,0.8316666483879089
20,0.9097034931182861,1001,0.405280202627182,0.5806451439857483,0.6461126208305359,0.893401026725769,0.8775510191917419,0.9036939144134521,0.8316666483879089
21,0.9097034931182861,1051,0.3977503776550293,0.5689149498939514,0.6407506465911865,0.893401026725769,0.8775510191917419,0.9036939144134521,0.8296666741371155
22,0.9097034931182861,1101,0.38716667890548706,0.5806451439857483,0.6621983647346497,0.893401026725769,0.8775510191917419,0.9036939144134521,0.8336666822433472
23,0.9097034931182861,1151,0.37954679131507874,0.5865102410316467,0.6541554927825928,0.893401026725769,0.8775510191917419,0.9036939144134521,0.8333333134651184
24,0.9097034931182861,1201,0.37662240862846375,0.5835776925086975,0.6621983647346497,0.893401026725769,0.8775510191917419,0.9036939144134521,0.8339999914169312
25,0.9097034931182861,1251,0.3744261562824249,0.5835776925086975,0.6648793816566467,0.893401026725769,0.8775510191917419,0.9036939144134521,0.8343333601951599
