,all_accuracy,global_step,loss,most_AB_accuracy,most_BA_accuracy,not_all_accuracy,not_only_accuracy,only_accuracy,total_accuracy
0,0.923612654209137,1,0.6826238036155701,0.5632385015487671,0.583185076713562,0.07412339001893997,0.15943992137908936,0.7509342432022095,0.5913888812065125
1,0.9267580509185791,51,0.6631554961204529,0.5724288821220398,0.5867437720298767,0.19928982853889465,0.652664840221405,0.8516157269477844,0.695555567741394
2,0.929678738117218,101,0.6443923115730286,0.5781181454658508,0.5894128084182739,0.6462494730949402,0.9060524106025696,0.9105297923088074,0.7993333339691162
3,0.9310267567634583,151,0.6189538836479187,0.58293217420578,0.5885231494903564,0.9422991275787354,0.923215925693512,0.938228189945221,0.8463333249092102
4,0.9317007660865784,201,0.5927830934524536,0.5838074684143066,0.5911921858787537,0.9440745711326599,0.9263775944709778,0.9430643916130066,0.8487777709960938
5,0.9317007660865784,251,0.5633007884025574,0.5846827030181885,0.60275799036026,0.9400798678398132,0.9263775944709778,0.9417454600334167,0.8495000004768372
6,0.9317007660865784,301,0.5333177447319031,0.5851203203201294,0.6094306111335754,0.9383044838905334,0.9263775944709778,0.9402066469192505,0.8497777581214905
7,0.9319254159927368,351,0.502395510673523,0.585995614528656,0.6161032319068909,0.9383044838905334,0.9263775944709778,0.9386678338050842,0.8503888845443726
8,0.9319254159927368,401,0.47619181871414185,0.5846827030181885,0.6574733257293701,0.9383044838905334,0.9263775944709778,0.9395471811294556,0.8556110858917236
9,0.9319254159927368,451,0.4495376944541931,0.5851203203201294,0.668149471282959,0.9383044838905334,0.9263775944709778,0.9386678338050842,0.8567777872085571
10,0.9319254159927368,501,0.4288395643234253,0.5851203203201294,0.6828292012214661,0.9383044838905334,0.9263775944709778,0.937568724155426,0.8583333492279053
11,0.9319254159927368,551,0.41072630882263184,0.5851203203201294,0.6988434195518494,0.9383044838905334,0.9263775944709778,0.9373488426208496,0.8602777719497681
12,0.9319254159927368,601,0.39621976017951965,0.5851203203201294,0.7144128084182739,0.9383044838905334,0.9263775944709778,0.937129020690918,0.8621666431427002
13,0.9319254159927368,651,0.38266900181770325,0.5855579972267151,0.7286477088928223,0.9383044838905334,0.9263775944709778,0.9369091987609863,0.8639444708824158
14,0.9319254159927368,701,0.37179335951805115,0.5855579972267151,0.748665452003479,0.9383044838905334,0.9263775944709778,0.9369091987609863,0.86644446849823
15,0.9319254159927368,751,0.3648547828197479,0.5846827030181885,0.7473309636116028,0.9383044838905334,0.9263775944709778,0.9366893768310547,0.8661110997200012
16,0.9319254159927368,801,0.3587384819984436,0.5851203203201294,0.7700178027153015,0.9383044838905334,0.9263775944709778,0.9373488426208496,0.8691666722297668
17,0.9319254159927368,851,0.3487037718296051,0.5855579972267151,0.7806939482688904,0.9383044838905334,0.9263775944709778,0.937129020690918,0.8705000281333923
18,0.9319254159927368,901,0.3405584990978241,0.5868709087371826,0.7851423621177673,0.9383044838905334,0.9263775944709778,0.9366893768310547,0.8711110949516296
19,0.9319254159927368,951,0.3334848880767822,0.5903719663619995,0.7935943007469177,0.9383044838905334,0.9263775944709778,0.9369091987609863,0.8726666569709778
20,0.9319254159927368,1001,0.3255364000797272,0.5912472605705261,0.8069394826889038,0.9383044838905334,0.9263775944709778,0.9366893768310547,0.8743888735771179
21,0.9319254159927368,1051,0.3209482729434967,0.5943107008934021,0.7802491188049316,0.9383044838905334,0.9263775944709778,0.936469554901123,0.8713889122009277
